"BIBTEXKEY","TITLE","final_decision","exclusion_reason","manual_decision"
"daviesPCV85PRASUGRELVS2010","Pcv85 prasugrel vs. {Clopidogrel} in patients with acute coronary syndrome undergoing percutaneous coronary intervention: a spanish model-based cost-effectiveness analysis","include","included_by_automation","unreviewed"
"daviesDeterminingValueInformation2014","Determining the value of information security investments","exclude","title_duplicate","unreviewed"
"daviesBayesianInferencebasedEnvironmental2015","Bayesian inference-based environmental decision support systems for oil spill response strategy selection","include","included_by_automation","unreviewed"
"davidImprovingCompetitiveAdvantages2023","Improving competitive advantages of higher education institutions through {IT} governance, {IT} excellence, and {IT} innovation: a case study in school of informatics management \& computing in {Indonesia}","include","included_by_automation","unreviewed"
"daubMultiOutputGPEmulator2022","Multi-output {GP} emulator documentation","exclude","title_duplicate","unreviewed"
"dattaInformationSharingCoordination2011","Information sharing and coordination mechanisms for managing uncertainty in supply chains: a simulation study","include","included_by_automation","unreviewed"
"DataOrganizationTheoretical","Data organization: a theoretical framework for a successful enterprise data strategy - {ProQuest}","include","included_by_automation","unreviewed"
"dasSelectingEnablersSustainable2023","Selecting enablers for sustainable {PDS} supply chain in the indian context using fuzzy-{DEMATEL} approach","exclude","doi_duplicate","unreviewed"
"daronCommunicatingFutureClimate2021","Communicating future climate projections of precipitation change","include","included_by_automation","unreviewed"
"dariusantoniCriticalFactorsTransparency2022","Critical factors of transparency and trust for evaluating {E}-government services for the poor","exclude","title_duplicate","unreviewed"
"dareHandbookOperationalCommunity2011","Handbook for operational community engagement within australian plantation forest management","include","included_by_automation","unreviewed"
"danielloFuzzyLogicSituation2023","Fuzzy logic for situation awareness: a systematic review","exclude","title_duplicate","unreviewed"
"danielEFFECTIVEMEASUREMENTSME","The effective measurement of sme e-commerce performance in the western cape","include","included_by_automation","unreviewed"
"daniaSupplierPerformanceEvaluation2023","Supplier performance evaluation factors for agroindustrial supply chain: a systematic review","include","included_by_automation","unreviewed"
"danialFlowchartbasedIntelligentTutoring2016","A flowchart-based intelligent tutoring system model to improve students' problem-solving skills/danial hooshyar","include","included_by_automation","unreviewed"
"dangImportanceEconomicEvaluation2016","Importance of economic evaluation in health care: an indian perspective","include","included_by_automation","unreviewed"
"daneshkhahProbabilisticSensitivityAnalysis2017","Probabilistic sensitivity analysis of optimised preventive maintenance strategies for deteriorating infrastructure assets","include","included_by_automation","unreviewed"
"daneseSupplyChainIntegration2011","Supply chain integration and efficiency performance: a study on the interactions between customer and supplier integration","include","included_by_automation","unreviewed"
"daneseRoleForecastingProcess2011","The role of the forecasting process in improving forecast accuracy and operational performance","include","included_by_automation","unreviewed"
"damrose-mahlmannCommunityCollegeAcademic2016","Community college academic advisor experiences with the appreciative advising model","include","included_by_automation","unreviewed"
"damoursForestValueChain2016a","Forest value chain optimization and sustainability","include","included_by_automation","unreviewed"
"dalyanderUseStructuredDecisionmaking2016","Use of structured decision-making to explicitly incorporate environmental process understanding in management of coastal restoration projects: case study on barrier islands of the northern gulf of {Mexico}","include","included_by_automation","unreviewed"
"dalrympleWhatNameBrief2016","`what's in a name? {A} brief history of informatics education","exclude","doi_duplicate","unreviewed"
"dalcherFurtherAdvancesProject2016","Further advances in project management: guided exploration in unfamiliar landscapes","include","included_by_automation","unreviewed"
"daishUncertaintyModelsDecision2011","Uncertainty in models for decision making in conservation","include","included_by_automation","unreviewed"
"daifenEvaluateSustainableMarketing2022","Evaluate the sustainable marketing strategy to optimal online leasing of new energy vehicles under the background big data economy","include","included_by_automation","unreviewed"
"daiDesignTraceabilitySystems2011","Design of traceability systems for supply chain management","include","included_by_automation","unreviewed"
"dai_designing_2022","Designing {AI}-augmented healthcare delivery systems for physician buy-in and patient acceptance","include","included_by_automation","unreviewed"
"dahabrehGuidanceConductReporting2016","Guidance for the conduct and reporting of modeling and simulation studies in the context of health technology assessment","include","included_by_automation","unreviewed"
"dagostinoSewingClimateresilientSeeds2011a","Sewing climate-resilient seeds: implementing climate change adaptation best practices in rural cambodia","include","included_by_automation","unreviewed"
"dadsenaPerformanceMeasurementRoad2023","Performance measurement of road freight transportation: a case of trucking industry","include","included_by_automation","unreviewed"
"czajkowskiInformationLearningStatedpreference2016","Information and learning in stated-preference studies","include","included_by_automation","unreviewed"
"dacostaAttitudesHabitsNorms2016","Attitudes, habits, norms and policies regarding co-authorship among forest scientists in {Brazil}","include","included_by_automation","unreviewed"
"cyrAcknowledgingPatientHeterogeneity2016","Acknowledging patient heterogeneity in the era of personalized medicine: a comparison of conceptual frameworks used in economic evaluation","include","included_by_automation","unreviewed"
